"Leveringssektor";"måned";"statistikkvariabel";"11117: Konsumprisindeks for varer og tjenester, etter Leveringssektor, måned og statistikkvariabel"
"B221 Tjenester hvor arbeidskraft dominerer";"2015M06";"Konsumprisindeksen (2015=100)";99,8
"B221 Tjenester hvor arbeidskraft dominerer";"2015M06";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2015M06";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M06";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M07";"Konsumprisindeksen (2015=100)";99,9
"B221 Tjenester hvor arbeidskraft dominerer";"2015M07";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2015M07";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M07";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M08";"Konsumprisindeksen (2015=100)";100,3
"B221 Tjenester hvor arbeidskraft dominerer";"2015M08";"Månedsendring (prosent)";0,4
"B221 Tjenester hvor arbeidskraft dominerer";"2015M08";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M08";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M09";"Konsumprisindeksen (2015=100)";100,6
"B221 Tjenester hvor arbeidskraft dominerer";"2015M09";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2015M09";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M09";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M10";"Konsumprisindeksen (2015=100)";100,8
"B221 Tjenester hvor arbeidskraft dominerer";"2015M10";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2015M10";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M10";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M11";"Konsumprisindeksen (2015=100)";100,9
"B221 Tjenester hvor arbeidskraft dominerer";"2015M11";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2015M11";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M11";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2015M12";"Konsumprisindeksen (2015=100)";101
"B221 Tjenester hvor arbeidskraft dominerer";"2015M12";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2015M12";"12-måneders endring (prosent)";..
"B221 Tjenester hvor arbeidskraft dominerer";"2015M12";"Konsumprisindeksen. Vekter";86
"B221 Tjenester hvor arbeidskraft dominerer";"2016M01";"Konsumprisindeksen (2015=100)";101,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M01";"Månedsendring (prosent)";0,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M01";"12-måneders endring (prosent)";2,4
"B221 Tjenester hvor arbeidskraft dominerer";"2016M01";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M02";"Konsumprisindeksen (2015=100)";101,7
"B221 Tjenester hvor arbeidskraft dominerer";"2016M02";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M02";"12-måneders endring (prosent)";2,4
"B221 Tjenester hvor arbeidskraft dominerer";"2016M02";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M03";"Konsumprisindeksen (2015=100)";101,9
"B221 Tjenester hvor arbeidskraft dominerer";"2016M03";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M03";"12-måneders endring (prosent)";2,6
"B221 Tjenester hvor arbeidskraft dominerer";"2016M03";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M04";"Konsumprisindeksen (2015=100)";102
"B221 Tjenester hvor arbeidskraft dominerer";"2016M04";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M04";"12-måneders endring (prosent)";2,6
"B221 Tjenester hvor arbeidskraft dominerer";"2016M04";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M05";"Konsumprisindeksen (2015=100)";102
"B221 Tjenester hvor arbeidskraft dominerer";"2016M05";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2016M05";"12-måneders endring (prosent)";2,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M05";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M06";"Konsumprisindeksen (2015=100)";102,3
"B221 Tjenester hvor arbeidskraft dominerer";"2016M06";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2016M06";"12-måneders endring (prosent)";2,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M06";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M07";"Konsumprisindeksen (2015=100)";102,9
"B221 Tjenester hvor arbeidskraft dominerer";"2016M07";"Månedsendring (prosent)";0,6
"B221 Tjenester hvor arbeidskraft dominerer";"2016M07";"12-måneders endring (prosent)";3
"B221 Tjenester hvor arbeidskraft dominerer";"2016M07";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M08";"Konsumprisindeksen (2015=100)";103,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M08";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M08";"12-måneders endring (prosent)";2,8
"B221 Tjenester hvor arbeidskraft dominerer";"2016M08";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M09";"Konsumprisindeksen (2015=100)";104
"B221 Tjenester hvor arbeidskraft dominerer";"2016M09";"Månedsendring (prosent)";0,9
"B221 Tjenester hvor arbeidskraft dominerer";"2016M09";"12-måneders endring (prosent)";3,4
"B221 Tjenester hvor arbeidskraft dominerer";"2016M09";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M10";"Konsumprisindeksen (2015=100)";104,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M10";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M10";"12-måneders endring (prosent)";3,4
"B221 Tjenester hvor arbeidskraft dominerer";"2016M10";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M11";"Konsumprisindeksen (2015=100)";104
"B221 Tjenester hvor arbeidskraft dominerer";"2016M11";"Månedsendring (prosent)";-0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2016M11";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M11";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2016M12";"Konsumprisindeksen (2015=100)";104,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M12";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M12";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2016M12";"Konsumprisindeksen. Vekter";89,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M01";"Konsumprisindeksen (2015=100)";104,6
"B221 Tjenester hvor arbeidskraft dominerer";"2017M01";"Månedsendring (prosent)";0,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M01";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M01";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M02";"Konsumprisindeksen (2015=100)";104,9
"B221 Tjenester hvor arbeidskraft dominerer";"2017M02";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M02";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M02";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M03";"Konsumprisindeksen (2015=100)";105,2
"B221 Tjenester hvor arbeidskraft dominerer";"2017M03";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M03";"12-måneders endring (prosent)";3,2
"B221 Tjenester hvor arbeidskraft dominerer";"2017M03";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M04";"Konsumprisindeksen (2015=100)";105,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M04";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2017M04";"12-måneders endring (prosent)";3,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M04";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M05";"Konsumprisindeksen (2015=100)";105,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M05";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M05";"12-måneders endring (prosent)";3,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M05";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M06";"Konsumprisindeksen (2015=100)";105,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M06";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M06";"12-måneders endring (prosent)";3,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M06";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M07";"Konsumprisindeksen (2015=100)";105,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M07";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2017M07";"12-måneders endring (prosent)";2,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M07";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M08";"Konsumprisindeksen (2015=100)";106,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M08";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M08";"12-måneders endring (prosent)";2,9
"B221 Tjenester hvor arbeidskraft dominerer";"2017M08";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M09";"Konsumprisindeksen (2015=100)";106,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M09";"Månedsendring (prosent)";0,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M09";"12-måneders endring (prosent)";2,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M09";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M10";"Konsumprisindeksen (2015=100)";106,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M10";"Månedsendring (prosent)";-0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M10";"12-måneders endring (prosent)";2,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M10";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M11";"Konsumprisindeksen (2015=100)";106,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M11";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2017M11";"12-måneders endring (prosent)";2,4
"B221 Tjenester hvor arbeidskraft dominerer";"2017M11";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2017M12";"Konsumprisindeksen (2015=100)";106,5
"B221 Tjenester hvor arbeidskraft dominerer";"2017M12";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2017M12";"12-måneders endring (prosent)";2,3
"B221 Tjenester hvor arbeidskraft dominerer";"2017M12";"Konsumprisindeksen. Vekter";91,8
"B221 Tjenester hvor arbeidskraft dominerer";"2018M01";"Konsumprisindeksen (2015=100)";107,9
"B221 Tjenester hvor arbeidskraft dominerer";"2018M01";"Månedsendring (prosent)";1,3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M01";"12-måneders endring (prosent)";3,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M01";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M02";"Konsumprisindeksen (2015=100)";108
"B221 Tjenester hvor arbeidskraft dominerer";"2018M02";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2018M02";"12-måneders endring (prosent)";3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M02";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M03";"Konsumprisindeksen (2015=100)";108,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M03";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M03";"12-måneders endring (prosent)";2,9
"B221 Tjenester hvor arbeidskraft dominerer";"2018M03";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M04";"Konsumprisindeksen (2015=100)";108,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M04";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2018M04";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M04";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M05";"Konsumprisindeksen (2015=100)";108,3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M05";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2018M05";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M05";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M06";"Konsumprisindeksen (2015=100)";108,5
"B221 Tjenester hvor arbeidskraft dominerer";"2018M06";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M06";"12-måneders endring (prosent)";2,6
"B221 Tjenester hvor arbeidskraft dominerer";"2018M06";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M07";"Konsumprisindeksen (2015=100)";108,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M07";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2018M07";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M07";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M08";"Konsumprisindeksen (2015=100)";109
"B221 Tjenester hvor arbeidskraft dominerer";"2018M08";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M08";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M08";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M09";"Konsumprisindeksen (2015=100)";109,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M09";"Månedsendring (prosent)";0,6
"B221 Tjenester hvor arbeidskraft dominerer";"2018M09";"12-måneders endring (prosent)";3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M09";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M10";"Konsumprisindeksen (2015=100)";109,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M10";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2018M10";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2018M10";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M11";"Konsumprisindeksen (2015=100)";109,7
"B221 Tjenester hvor arbeidskraft dominerer";"2018M11";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2018M11";"12-måneders endring (prosent)";3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M11";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2018M12";"Konsumprisindeksen (2015=100)";110
"B221 Tjenester hvor arbeidskraft dominerer";"2018M12";"Månedsendring (prosent)";0,3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M12";"12-måneders endring (prosent)";3,3
"B221 Tjenester hvor arbeidskraft dominerer";"2018M12";"Konsumprisindeksen. Vekter";90
"B221 Tjenester hvor arbeidskraft dominerer";"2019M01";"Konsumprisindeksen (2015=100)";110,9
"B221 Tjenester hvor arbeidskraft dominerer";"2019M01";"Månedsendring (prosent)";0,8
"B221 Tjenester hvor arbeidskraft dominerer";"2019M01";"12-måneders endring (prosent)";2,8
"B221 Tjenester hvor arbeidskraft dominerer";"2019M01";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M02";"Konsumprisindeksen (2015=100)";111,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M02";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M02";"12-måneders endring (prosent)";2,9
"B221 Tjenester hvor arbeidskraft dominerer";"2019M02";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M03";"Konsumprisindeksen (2015=100)";111,3
"B221 Tjenester hvor arbeidskraft dominerer";"2019M03";"Månedsendring (prosent)";0,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M03";"12-måneders endring (prosent)";2,9
"B221 Tjenester hvor arbeidskraft dominerer";"2019M03";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M04";"Konsumprisindeksen (2015=100)";111,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M04";"Månedsendring (prosent)";-0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M04";"12-måneders endring (prosent)";2,8
"B221 Tjenester hvor arbeidskraft dominerer";"2019M04";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M05";"Konsumprisindeksen (2015=100)";111,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M05";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2019M05";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2019M05";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M06";"Konsumprisindeksen (2015=100)";111,6
"B221 Tjenester hvor arbeidskraft dominerer";"2019M06";"Månedsendring (prosent)";0,4
"B221 Tjenester hvor arbeidskraft dominerer";"2019M06";"12-måneders endring (prosent)";2,9
"B221 Tjenester hvor arbeidskraft dominerer";"2019M06";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M07";"Konsumprisindeksen (2015=100)";111,6
"B221 Tjenester hvor arbeidskraft dominerer";"2019M07";"Månedsendring (prosent)";0
"B221 Tjenester hvor arbeidskraft dominerer";"2019M07";"12-måneders endring (prosent)";2,7
"B221 Tjenester hvor arbeidskraft dominerer";"2019M07";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M08";"Konsumprisindeksen (2015=100)";112,6
"B221 Tjenester hvor arbeidskraft dominerer";"2019M08";"Månedsendring (prosent)";0,9
"B221 Tjenester hvor arbeidskraft dominerer";"2019M08";"12-måneders endring (prosent)";3,3
"B221 Tjenester hvor arbeidskraft dominerer";"2019M08";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M09";"Konsumprisindeksen (2015=100)";113
"B221 Tjenester hvor arbeidskraft dominerer";"2019M09";"Månedsendring (prosent)";0,4
"B221 Tjenester hvor arbeidskraft dominerer";"2019M09";"12-måneders endring (prosent)";3
"B221 Tjenester hvor arbeidskraft dominerer";"2019M09";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M10";"Konsumprisindeksen (2015=100)";113,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M10";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M10";"12-måneders endring (prosent)";3,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M10";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M11";"Konsumprisindeksen (2015=100)";113,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M11";"Månedsendring (prosent)";0,1
"B221 Tjenester hvor arbeidskraft dominerer";"2019M11";"12-måneders endring (prosent)";3,2
"B221 Tjenester hvor arbeidskraft dominerer";"2019M11";"Konsumprisindeksen. Vekter";89
"B221 Tjenester hvor arbeidskraft dominerer";"2019M12";"Konsumprisindeksen (2015=100)";113,3
